"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
2437,"Low",1574,12.66,28,10,0,2,1
2438,"Low",691,28.62,20,8,3,1,0
2439,"Low",551,21.64,29,5,2,3,1
2440,"High",1110,97.37,12,6,5,1,0
2441,"High",430,81.97,10,1,1,5,0
2442,"Low",1216,76.01,25,1,7,3,1
2443,"High",1608,61.72,29,11,8,2,1
2444,"Low",681,17.25,30,4,8,1,1
2445,"High",686,3.33,10,2,3,3,0
2446,"High",1118,10.13,25,9,3,5,0
2447,"Low",1417,31.64,3,7,9,2,0
2448,"Low",1493,84.54,22,10,1,4,1
2449,"Low",880,28.28,19,1,5,5,0
2450,"Low",1528,45.71,15,7,4,1,0
2451,"Low",295,42.48,11,9,7,3,0
2452,"Low",519,5.14,10,7,9,3,0
2453,"High",369,99.69,2,11,1,2,0
2454,"Low",556,59.79,19,6,9,1,0
2455,"High",1271,94.22,20,3,1,2,0
2456,"High",1830,47.43,23,10,9,0,1
2457,"Low",1157,77.3,29,3,3,4,1
2458,"High",1435,54,26,11,5,0,1
2459,"High",326,95.45,20,5,10,1,0
2460,"Low",881,55.26,20,5,2,3,0
2461,"Low",435,90.06,9,11,1,2,0
2462,"Low",319,20.02,12,11,0,2,0
2463,"High",892,25.2,9,2,4,5,0
2464,"Low",377,53.79,21,11,1,3,0
2465,"High",538,4.86,29,2,9,4,0
2466,"High",117,26.49,22,1,2,4,0
2467,"High",722,34.89,7,11,9,1,0
2468,"High",1708,72.15,10,8,5,2,0
2469,"High",137,68.08,1,4,4,5,0
2470,"Low",832,10.32,28,7,0,2,0
2471,"High",500,65.58,5,3,8,1,0
2472,"High",454,54.48,10,2,0,1,0
2473,"Low",1294,99.97,23,4,0,1,0
2474,"Low",1684,39.36,26,10,1,5,1
2475,"High",830,64.3,20,0,7,4,0
2476,"Low",637,93.1,13,1,10,3,0
2477,"Low",1261,8.25,27,0,3,2,0
2478,"High",1600,29.3,21,1,0,3,0
2479,"Low",819,63.83,22,3,7,4,0
2480,"Low",221,33.2,27,11,6,3,1
2481,"High",337,1.18,21,2,4,4,0
2482,"Low",334,95.9,12,0,0,2,0
2483,"Low",1360,97,5,11,8,5,0
2484,"Low",626,29.15,7,0,6,4,0
2485,"Low",1447,62.03,9,8,6,0,0
2486,"Low",736,85.92,9,11,6,5,0
2487,"Low",1356,32.84,20,2,5,4,0
2488,"High",1053,77.22,17,10,3,3,0
2489,"Low",1769,0.28,28,6,3,0,1
2490,"Low",577,26.26,23,11,8,1,1
2491,"High",292,40.8,12,11,4,2,0
2492,"High",1322,87,7,0,1,0,0
2493,"High",382,71.41,12,1,5,2,0
2494,"Low",1826,93.26,30,3,4,2,1
2495,"High",85,73.73,3,9,6,1,0
2496,"High",1453,41.32,24,0,7,3,0
2497,"Low",518,66.67,17,11,3,2,0
2498,"Low",497,36.41,19,3,4,3,0
2499,"Low",934,96.47,7,5,10,1,0
2500,"Low",1221,47.44,14,0,1,3,0
2501,"High",1177,57.14,8,3,2,4,0
2502,"High",494,53.58,11,2,9,3,0
2503,"High",861,15.83,6,1,1,0,0
2504,"High",992,92,16,3,0,1,0
2505,"Low",631,36.27,18,9,1,2,0
2506,"Low",1052,47.91,18,0,2,3,0
2507,"High",262,86.43,7,5,5,5,0
2508,"Low",529,41.75,3,7,5,2,0
2509,"High",1108,10.95,1,8,4,2,0
2510,"Low",1334,19.38,8,5,4,5,0
2511,"High",1809,85.09,10,6,1,4,0
2512,"High",1603,8.2,27,3,9,4,1
2513,"Low",500,4.57,14,0,1,1,0
2514,"High",1019,1.83,1,4,0,4,0
2515,"Low",1091,34.06,28,7,5,3,1
2516,"High",283,43.66,3,5,0,4,0
2517,"Low",455,80.6,24,10,4,5,1
2518,"Low",157,2.13,22,5,3,3,0
2519,"Low",1311,93.14,6,11,1,2,0
2520,"High",251,71.9,3,4,0,2,0
2521,"High",486,92.9,7,3,10,0,0
2522,"High",194,13.7,18,0,10,1,0
2523,"High",160,24.37,27,4,7,5,0
2524,"Low",433,50.89,26,6,5,1,1
2525,"Low",919,19.1,3,0,10,0,0
2526,"High",1458,75.45,19,11,2,2,0
2527,"High",1439,47.76,9,3,0,2,0
2528,"High",1354,78.88,8,9,3,3,0
2529,"Low",46,61.7,5,6,2,1,0
2530,"High",529,90.04,19,7,6,3,0
2531,"Low",1753,84.3,27,5,9,3,1
2532,"Low",1445,58.57,18,3,10,2,0
2533,"Low",1111,79.32,22,3,9,0,1
2534,"High",1569,36.12,2,2,0,5,0
2535,"Low",748,41.75,11,7,2,0,0
2536,"High",616,78.02,25,0,2,3,0
2537,"High",14,93.51,16,3,6,3,0
2538,"High",127,48.46,28,4,8,5,0
2539,"Low",1521,54.81,12,11,4,2,0
2540,"High",939,20.24,17,4,5,0,0
2541,"Low",291,92.95,24,7,5,4,0
2542,"Low",1009,20.4,4,5,5,2,0
2543,"Low",1665,95.43,9,3,3,4,0
2544,"High",1315,51.65,28,11,7,1,1
2545,"High",1107,45.6,13,5,9,2,0
2546,"Low",1212,76.46,17,2,4,3,0
2547,"Low",1339,11.57,17,3,4,0,0
2548,"Low",1366,23.07,7,11,0,1,0
2549,"High",627,16.5,27,5,1,1,0
2550,"High",917,96.51,26,1,1,0,0
2551,"High",1299,88.58,23,4,7,2,0
2552,"Low",142,36,16,11,5,5,0
2553,"Low",1039,23.68,11,2,6,2,0
2554,"Low",341,72.81,2,8,5,2,0
2555,"High",1488,56.95,30,10,6,4,1
2556,"High",1602,44.31,22,1,10,0,0
2557,"High",165,79.87,21,9,6,1,0
2558,"High",584,76.68,25,5,9,5,0
2559,"High",1473,24.32,11,1,2,1,0
2560,"Low",1667,66.95,11,4,7,5,0
2561,"Low",349,2.71,17,11,0,0,0
2562,"Low",72,62.89,22,11,9,5,0
2563,"Low",783,54.91,24,1,9,0,0
2564,"High",1564,47.03,28,0,5,2,1
2565,"Low",1695,93.33,12,0,2,5,0
2566,"High",597,52.17,22,10,4,4,0
2567,"High",961,28.29,25,10,2,1,0
2568,"High",635,99.7,19,3,8,3,0
2569,"Low",1460,49,14,4,2,1,0
2570,"High",368,81.28,24,7,9,5,0
2571,"Low",1237,37.77,27,6,1,0,1
2572,"High",887,49.19,6,1,10,5,0
2573,"Low",34,60.59,10,3,4,4,0
2574,"Low",1616,41.29,1,8,8,0,0
2575,"High",704,45.69,28,7,6,2,0
2576,"High",694,26.33,7,6,3,1,0
2577,"Low",1243,54.03,28,10,8,5,1
2578,"High",773,38.21,10,3,8,2,0
2579,"High",1291,65.71,23,0,2,5,0
2580,"High",223,86.36,25,3,8,2,0
2581,"High",1379,85.87,10,4,3,1,0
2582,"High",716,26.91,5,7,9,2,0
2583,"High",432,50.69,25,1,6,0,0
2584,"Low",1602,68.13,29,11,2,1,1
2585,"Low",428,58.38,22,1,1,1,0
2586,"Low",1122,16.34,25,4,10,0,1
2587,"High",1133,47.45,4,8,7,3,0
2588,"Low",1044,88.96,28,7,3,5,1
2589,"Low",1093,78.05,2,11,0,0,0
2590,"High",1222,55.04,23,2,4,2,0
2591,"High",1538,18.55,19,7,0,4,0
2592,"High",1157,86.04,24,6,4,1,0
2593,"Low",769,82.13,21,3,0,1,0
2594,"High",51,92.69,22,5,9,0,0
2595,"Low",1697,46.24,3,2,5,1,0
2596,"Low",150,93.45,21,9,3,4,0
2597,"High",625,75.14,18,10,5,5,0
2598,"Low",734,31.05,10,2,8,0,0
2599,"High",972,74.25,10,6,8,0,0
2600,"Low",934,24.71,25,7,8,4,1
2601,"High",1291,33.91,12,1,6,5,0
2602,"High",1434,58.95,24,11,5,0,0
2603,"High",741,2.82,25,11,2,5,0
2604,"Low",361,66.22,10,1,0,4,0
2605,"High",261,94.48,24,7,6,4,0
2606,"High",335,76.71,29,4,9,2,1
2607,"High",5,18.4,26,7,1,5,0
2608,"High",615,42.95,4,9,0,0,0
2609,"Low",669,50.68,22,8,2,5,0
2610,"High",1640,91.55,21,4,5,3,0
2611,"Low",646,49.76,7,6,10,5,0
2612,"High",1154,22.37,29,8,1,4,0
2613,"Low",1591,64.41,16,8,10,3,0
2614,"Low",1052,55.41,7,5,8,0,0
2615,"High",250,20.8,4,9,5,3,0
2616,"High",1593,27.1,17,0,4,5,0
2617,"Low",569,6.9,25,5,6,4,0
2618,"High",758,13.8,21,11,1,3,0
2619,"High",1219,5.31,19,9,10,4,0
2620,"Low",1026,69.64,11,1,3,1,0
2621,"Low",1166,68.33,3,3,4,0,0
2622,"Low",228,29.37,25,1,5,3,0
2623,"High",798,40.03,12,5,3,1,0
2624,"High",588,1.15,28,5,10,2,0
2625,"High",66,67.96,2,2,5,1,0
2626,"High",866,42.84,21,7,2,4,0
2627,"High",991,68.48,12,9,8,2,0
2628,"High",488,56.27,23,3,2,3,0
2629,"High",1007,31.35,27,10,4,2,0
2630,"Low",501,45.25,18,9,5,2,0
2631,"High",1751,8.96,17,11,5,1,0
2632,"Low",166,23.2,15,3,6,5,0
2633,"High",1004,8.51,7,10,9,1,0
2634,"Low",736,83.76,27,2,2,2,0
2635,"High",100,70.99,18,0,10,2,0
2636,"Low",819,52.17,8,9,10,4,0
2637,"Low",553,66.45,8,9,0,3,0
2638,"High",996,61.76,19,10,5,3,0
2639,"High",37,0.11,24,0,8,5,0
2640,"Low",820,91.01,12,1,3,0,0
2641,"Low",1148,21.94,13,8,1,1,0
2642,"High",610,65.38,25,5,9,5,0
2643,"High",420,91.25,15,7,5,4,0
2644,"High",266,14.73,1,3,4,1,0
2645,"Low",1755,84.19,8,5,8,1,0
2646,"High",164,5.16,29,4,4,1,0
2647,"Low",1604,19.91,23,2,5,0,1
2648,"Low",1336,82.93,18,0,0,5,0
2649,"High",478,77.76,21,0,4,4,0
2650,"Low",50,94.76,14,7,3,0,0
2651,"Low",1729,89,6,11,10,0,0
2652,"Low",867,55.56,13,1,2,3,0
2653,"Low",480,16.13,6,9,4,5,0
2654,"Low",302,36.87,25,9,1,3,1
2655,"High",1656,24.83,22,8,7,0,0
2656,"Low",275,93.6,24,0,3,4,0
2657,"Low",905,51.3,11,8,3,5,0
2658,"High",23,35.44,25,8,7,5,0
2659,"High",1175,44.99,3,6,2,1,0
2660,"Low",701,4.78,13,6,1,0,0
2661,"Low",1230,30.94,25,9,8,2,1
2662,"Low",1538,81.63,27,6,4,4,1
2663,"High",184,66.39,9,5,9,3,0
2664,"High",45,45.66,23,10,0,3,0
2665,"Low",910,92.6,22,3,2,3,0
2666,"Low",1246,49.72,25,1,0,0,0
2667,"High",318,60.8,6,10,3,2,0
2668,"High",1403,44.66,18,5,2,0,0
2669,"High",1595,76.57,11,8,7,0,0
2670,"High",828,69,9,4,0,0,0
2671,"High",1017,57.88,19,4,0,1,0
2672,"Low",1652,74.94,13,11,4,3,0
2673,"Low",27,79.92,23,9,4,4,0
2674,"High",1784,77.08,10,7,7,2,0
2675,"High",304,57.51,23,0,6,2,0
2676,"High",116,36.33,5,9,5,2,0
2677,"High",813,4.41,14,5,2,2,0
2678,"High",1382,23.04,12,0,6,5,0
2679,"Low",590,79.59,23,8,3,1,0
2680,"High",28,87.82,18,8,3,5,0
2681,"High",1292,81.11,18,9,0,2,0
2682,"Low",1113,39.42,11,7,10,2,0
2683,"High",496,53,23,0,10,0,0
2684,"Low",1827,6.37,25,9,4,2,1
2685,"Low",1686,64.26,20,0,0,4,0
2686,"Low",593,58.36,27,2,8,1,1
2687,"Low",1215,65.15,16,0,10,4,0
2688,"High",1037,47.35,9,2,7,5,0
2689,"High",460,84.68,25,0,3,5,0
2690,"High",273,89.43,17,1,7,3,0
2691,"Low",1452,57.15,22,9,1,4,1
2692,"Low",1337,47.27,29,4,5,0,1
2693,"High",836,49.14,13,3,8,1,0
2694,"Low",243,90.44,21,10,2,2,0
2695,"High",588,33.54,12,10,7,2,0
2696,"Low",162,85.45,3,6,7,1,0
2697,"High",233,42.23,17,1,10,4,0
2698,"Low",1086,25.61,10,3,7,2,0
2699,"Low",416,14.7,26,3,5,0,0
2700,"High",513,37.47,29,1,1,3,0
2701,"High",676,99.72,9,4,2,1,0
2702,"High",1775,53.43,8,8,4,4,0
2703,"High",688,74.02,18,11,7,0,0
2704,"High",1160,72.44,4,0,10,1,0
2705,"Low",263,2.08,21,4,9,0,0
2706,"High",790,17.6,29,1,6,5,0
2707,"High",1087,51.92,15,11,0,5,0
2708,"Low",1484,74.91,16,2,9,3,0
2709,"Low",1242,86.95,21,4,3,0,0
2710,"Low",715,77.8,3,7,2,1,0
2711,"High",1477,51.58,23,4,7,5,0
2712,"High",1325,79.7,26,3,7,1,0
2713,"Low",1359,25.88,21,4,8,2,1
2714,"Low",447,57.07,9,1,8,5,0
2715,"High",1541,87.1,1,9,3,0,0
2716,"High",1084,45.69,1,8,5,5,0
2717,"Low",536,3.88,7,2,3,0,0
2718,"Low",529,72.83,5,5,6,5,0
2719,"High",642,93.88,6,6,0,3,0
2720,"Low",1344,43.77,24,7,8,1,1
2721,"High",665,9.48,24,7,2,2,0
2722,"High",529,39.33,22,0,5,4,0
2723,"Low",1034,64.15,19,4,6,4,0
2724,"High",1625,70.24,15,4,8,1,0
2725,"High",167,33.12,25,8,10,4,0
2726,"High",358,3.34,20,0,4,2,0
2727,"High",1461,22.93,25,8,10,2,1
2728,"Low",571,62,18,6,2,4,0
2729,"High",1679,32.93,7,2,6,1,0
2730,"Low",191,15.28,12,2,10,2,0
2731,"High",34,7.4,12,9,9,0,0
2732,"Low",1162,12.74,30,7,10,4,1
2733,"High",678,43.32,22,5,10,4,0
2734,"Low",965,43.36,9,10,9,1,0
2735,"Low",1264,43.3,1,2,6,5,0
2736,"High",1688,50.32,22,8,10,5,0
2737,"High",747,7.16,26,4,4,0,0
2738,"Low",1316,24.11,29,7,4,3,1
2739,"Low",755,21.38,12,5,6,1,0
2740,"High",1502,44.3,11,2,7,5,0
2741,"Low",956,2.36,26,1,0,2,0
2742,"Low",1585,89.14,3,8,0,0,0
2743,"Low",415,39.9,18,8,1,5,0
2744,"Low",601,95.98,7,6,6,3,0
2745,"High",351,11.63,20,3,4,4,0
2746,"High",1510,71.24,3,3,8,3,0
2747,"High",541,80.8,4,3,6,0,0
2748,"Low",1138,12.25,30,3,3,5,1
2749,"Low",1734,3.44,5,0,3,5,0
2750,"Low",1441,21.35,16,11,4,1,0
2751,"High",1363,10.55,11,5,5,0,0
2752,"High",545,90.55,22,0,9,0,0
2753,"High",1355,73.43,20,3,5,0,0
2754,"High",1480,78.26,28,5,9,0,1
2755,"High",57,91.89,15,4,9,5,0
2756,"High",479,45.36,14,6,4,0,0
2757,"High",970,96.12,6,1,8,5,0
2758,"High",1750,53.82,3,0,4,2,0
2759,"High",1003,35.77,6,11,8,5,0
2760,"High",653,98.93,5,9,0,1,0
2761,"High",442,73.54,30,4,7,5,0
2762,"Low",431,70.49,5,6,1,4,0
2763,"High",587,76.06,25,7,7,2,0
2764,"Low",1426,70.21,2,7,2,3,0
2765,"High",648,45.67,22,10,1,0,0
2766,"Low",396,52.04,2,3,8,4,0
2767,"Low",804,16.91,26,4,9,4,1
2768,"High",840,13.34,17,3,10,2,0
2769,"High",248,24.03,21,8,3,3,0
2770,"Low",1165,47.14,20,6,4,1,0
2771,"Low",196,91.37,16,1,7,3,0
2772,"Low",368,30.93,10,0,10,2,0
2773,"Low",299,71.59,9,2,8,4,0
2774,"High",352,49.14,11,7,0,1,0
2775,"High",788,94.21,20,6,5,3,0
2776,"High",776,78.3,15,10,8,2,0
2777,"High",469,38.38,1,10,3,0,0
2778,"High",118,39.41,1,11,5,3,0
2779,"High",1665,49.03,22,10,7,4,0
2780,"Low",1027,14.49,15,10,0,0,0
2781,"Low",1604,84.96,19,10,3,4,1
2782,"Low",981,45.8,18,1,9,1,0
2783,"High",977,15.09,24,11,5,2,0
2784,"Low",422,31.77,5,8,7,0,0
2785,"Low",14,92.79,22,0,10,3,0
2786,"High",1488,43.58,29,9,8,2,1
2787,"High",543,56.13,29,3,0,1,0
2788,"Low",1118,11.22,15,2,8,2,0
2789,"Low",1820,21.27,19,5,0,2,0
2790,"High",1583,6.85,12,7,9,0,0
2791,"High",533,64.83,2,4,10,1,0
2792,"High",810,22.5,11,9,7,3,0
2793,"High",1603,55.63,29,1,6,5,1
2794,"Low",745,1.68,6,4,7,0,0
2795,"High",874,75.22,9,4,0,5,0
2796,"High",440,79.83,13,8,9,0,0
2797,"Low",761,47.79,3,4,4,2,0
2798,"High",1742,16.83,20,4,1,1,0
2799,"High",1230,16.77,27,9,0,2,0
2800,"High",1753,78.72,25,2,5,1,0
2801,"Low",454,49.48,10,0,7,4,0
2802,"Low",1026,73.64,19,3,10,1,0
2803,"Low",1026,74.48,26,1,4,5,0
2804,"Low",889,54.98,11,2,7,2,0
2805,"Low",344,1.23,8,1,0,5,0
2806,"Low",1598,96.79,8,3,4,5,0
2807,"Low",1725,2.31,6,5,8,0,0
2808,"High",1255,39.62,20,6,1,1,0
2809,"High",213,86.49,8,9,4,4,0
2810,"High",1327,40.98,7,3,9,3,0
2811,"High",613,75.98,5,7,6,5,0
2812,"Low",1258,1.66,16,7,4,3,0
2813,"Low",582,91.53,12,4,3,4,0
2814,"Low",179,53.5,7,8,5,2,0
2815,"Low",53,84.19,27,6,1,4,0
2816,"High",1060,63.36,20,2,5,4,0
2817,"Low",532,82.82,14,3,1,0,0
2818,"High",213,83.04,25,2,9,5,0
2819,"Low",1051,94.47,11,8,8,0,0
2820,"Low",56,69.71,30,11,2,5,0
2821,"Low",235,57.48,25,5,2,2,0
2822,"High",1699,64.13,14,9,9,0,0
2823,"High",936,6.28,12,2,4,0,0
2824,"Low",1699,0.84,6,7,8,0,0
2825,"Low",1606,14.15,24,3,4,1,1
2826,"High",1409,44.23,5,11,9,1,0
2827,"Low",1014,87.7,5,5,3,4,0
2828,"Low",175,23.31,10,3,3,5,0
2829,"High",946,67.88,30,0,10,0,1
2830,"Low",1398,56.07,10,6,9,3,0
2831,"Low",1818,20.82,20,5,3,5,0
2832,"Low",1798,31.05,30,1,9,3,1
2833,"High",531,77.72,22,9,8,0,0
2834,"High",495,3.46,12,1,10,5,0
2835,"Low",1170,50.54,2,1,0,5,0
2836,"Low",75,51.09,25,5,6,4,0
2837,"High",1156,43.24,1,9,5,0,0
2838,"High",1135,25.51,21,8,8,3,0
2839,"Low",1814,90.48,4,4,0,3,0
2840,"High",416,82.89,1,8,3,0,0
2841,"High",1468,39.64,27,4,9,0,1
2842,"High",364,85.09,15,8,9,4,0
2843,"Low",1789,18.61,2,4,5,3,0
2844,"Low",162,94.83,24,4,2,4,0
2845,"High",1365,73.4,29,2,5,5,0
2846,"Low",1187,15.44,22,8,6,5,1
2847,"High",793,91.59,8,2,1,1,0
2848,"High",571,58.85,26,4,3,0,0
2849,"High",1720,14.27,4,8,5,3,0
2850,"High",1016,79.23,8,5,3,5,0
2851,"High",249,36.1,9,11,0,5,0
2852,"Low",140,5.85,15,10,5,1,0
2853,"Low",781,7.03,2,2,4,3,0
2854,"High",270,37.09,29,9,0,4,0
2855,"Low",1092,64,14,6,4,2,0
2856,"High",1365,0.99,21,5,1,1,0
2857,"High",1390,40.76,26,5,2,4,0
2858,"Low",101,85.89,12,9,8,3,0
2859,"High",482,87,5,4,6,4,0
2860,"High",1231,72.95,10,2,6,1,0
2861,"Low",1400,54.63,16,9,2,0,0
2862,"High",1346,32.69,11,7,3,5,0
2863,"Low",1636,0.39,11,3,10,5,0
2864,"High",1186,68.15,11,6,1,4,0
2865,"Low",304,76.53,4,5,3,1,0
2866,"High",902,28.82,29,0,10,4,1
2867,"Low",1278,47.51,19,2,9,5,0
2868,"Low",834,4.01,4,7,5,1,0
2869,"High",278,30.56,4,2,4,5,0
2870,"High",57,77.42,19,6,4,5,0
2871,"Low",1115,11.06,6,0,1,3,0
2872,"Low",810,31.92,7,2,6,2,0
2873,"Low",291,52.85,4,7,4,0,0
2874,"Low",1228,36.68,15,11,10,4,0
2875,"High",898,68.42,21,7,0,0,0
2876,"Low",748,88.92,2,0,6,0,0
2877,"Low",304,78.82,23,1,3,3,0
2878,"Low",926,2.19,30,7,0,0,1
2879,"Low",219,93.86,13,10,5,4,0
2880,"High",556,2.71,23,3,3,4,0
2881,"Low",831,4.68,10,9,10,5,0
2882,"High",807,89.37,6,1,4,5,0
2883,"Low",1540,62.11,29,4,8,3,1
2884,"High",1490,91.19,19,6,2,4,0
2885,"Low",98,12.11,23,9,9,5,1
2886,"High",1172,17.28,22,3,6,4,0
2887,"High",193,0.99,24,0,9,1,0
2888,"High",953,4.17,26,5,1,2,0
2889,"Low",366,43.14,10,6,2,5,0
2890,"High",346,12.44,19,3,9,3,0
2891,"High",1075,85.96,5,5,6,0,0
2892,"High",1411,18.05,3,4,4,3,0
2893,"Low",337,40.72,29,7,8,2,1
2894,"Low",439,38.06,22,0,8,5,0
2895,"High",574,84.58,22,11,6,5,0
2896,"Low",476,10.38,12,9,4,0,0
2897,"High",700,53.01,28,9,0,2,0
2898,"High",1066,43.46,9,5,4,2,0
2899,"High",171,62.65,7,6,8,1,0
2900,"Low",1141,22.01,27,11,6,1,1
2901,"High",80,51.91,11,6,4,2,0
2902,"High",65,88.02,23,1,2,3,0
2903,"Low",240,18.47,17,6,4,5,0
2904,"Low",1198,89.68,17,3,2,1,0
2905,"Low",29,20.4,18,1,7,4,0
2906,"High",453,60.3,24,6,3,3,0
2907,"Low",1787,4.57,19,0,1,5,0
2908,"High",1110,94.65,2,10,10,5,0
2909,"Low",161,99.91,2,9,1,1,0
2910,"High",524,34.28,29,3,9,5,1
2911,"High",566,67.34,30,4,7,1,0
2912,"High",1806,96.11,10,9,4,1,0
2913,"Low",882,73.11,26,6,5,5,1
2914,"Low",1580,67.88,10,10,7,4,0
2915,"Low",1194,91.12,9,5,5,1,0
2916,"High",381,99.52,16,7,8,0,0
2917,"High",862,8.55,20,0,9,1,0
2918,"High",1630,29.44,24,1,9,4,0
2919,"Low",1442,83.69,14,8,3,3,0
2920,"High",103,62.03,4,11,5,0,0
2921,"Low",338,68.82,8,4,0,2,0
2922,"Low",536,34.72,12,2,5,2,0
2923,"High",482,45.66,16,0,7,1,0
2924,"Low",997,75.94,23,5,7,3,0
2925,"High",679,12.91,28,1,4,2,0
2926,"High",211,18.61,15,4,4,0,0
2927,"High",945,2.51,20,1,2,0,0
2928,"Low",521,8.82,27,3,7,1,0
2929,"Low",535,89.72,5,10,10,4,0
2930,"High",1673,97.99,10,0,6,3,0
2931,"Low",291,17.66,28,9,3,4,1
2932,"Low",1063,7.56,12,11,3,3,0
2933,"High",63,4.83,29,8,9,4,0
2934,"High",541,80.97,7,4,3,0,0
2935,"Low",83,99.01,9,9,10,3,0
2936,"Low",1795,74.06,12,0,1,5,0
2937,"High",820,77.16,11,11,1,1,0
2938,"Low",298,90.69,23,11,0,1,0
2939,"High",796,33.42,10,7,4,1,0
2940,"Low",1094,33.98,2,3,10,3,0
2941,"High",149,8.08,18,11,0,3,0
2942,"High",1588,28.34,20,9,10,0,0
2943,"Low",287,62.05,8,10,5,0,0
2944,"High",1009,65.66,14,6,9,4,0
2945,"Low",1459,29.48,30,6,0,5,1
2946,"High",447,92.85,27,8,0,3,0
2947,"High",1219,0.99,6,9,8,4,0
2948,"High",432,88.67,23,9,2,1,0
2949,"High",226,41.62,9,9,0,1,0
2950,"High",688,38.84,14,7,2,5,0
2951,"High",1683,12.7,9,8,2,3,0
2952,"Low",1202,53.6,26,3,0,5,1
2953,"High",59,60.93,21,5,7,0,0
2954,"Low",1161,75.85,22,0,7,5,0
2955,"High",864,29.35,7,8,6,4,0
2956,"Low",1490,47.03,20,5,4,5,0
2957,"High",804,93.35,16,8,5,2,0
2958,"High",848,85.01,22,8,9,0,0
2959,"Low",1771,84.62,15,9,0,5,0
2960,"High",98,6.29,22,3,8,0,0
2961,"Low",938,39.8,5,10,5,1,0
2962,"High",362,34.63,25,4,2,2,0
2963,"Low",1240,13,30,1,5,3,1
2964,"Low",488,72.47,24,2,7,1,0
2965,"High",251,91.55,5,4,10,5,0
2966,"Low",571,19.8,25,0,4,1,0
2967,"Low",988,85.54,23,6,2,5,0
2968,"High",585,44.62,9,11,2,0,0
2969,"High",1334,86.71,22,10,10,0,0
2970,"Low",17,79.95,2,4,7,3,0
2971,"High",620,67.41,8,10,9,2,0
2972,"Low",1162,47.95,2,1,10,5,0
2973,"High",456,41.64,6,9,8,5,0
2974,"High",167,1.55,15,11,6,5,0
2975,"Low",1298,47.1,8,3,0,3,0
2976,"Low",1483,91.5,27,6,2,2,1
2977,"Low",1790,16.71,27,8,0,0,1
2978,"Low",346,4.92,8,8,4,5,0
2979,"High",700,99.32,17,0,0,1,0
2980,"High",474,55.09,21,4,7,0,0
2981,"Low",751,43.52,7,2,3,1,0
2982,"Low",857,33.24,8,7,7,0,0
2983,"High",440,64.29,16,8,10,2,0
2984,"Low",6,39.03,25,8,1,4,0
2985,"High",1197,75.33,18,5,1,0,0
2986,"Low",1799,97.66,27,0,9,3,1
2987,"High",647,99.24,28,4,2,0,0
2988,"Low",419,59.02,17,10,2,2,0
2989,"Low",1357,22.37,4,5,6,1,0
2990,"Low",879,27.02,26,4,5,3,1
2991,"High",1200,9.68,21,3,0,5,0
2992,"Low",1367,96.67,29,5,3,4,1
2993,"High",469,24.74,13,8,5,5,0
2994,"Low",860,48.66,4,6,10,0,0
2995,"Low",567,67.72,18,5,0,0,0
2996,"High",780,93.05,7,6,10,0,0
2997,"High",359,71.84,25,8,1,4,0
2998,"Low",703,18.11,8,3,4,5,0
2999,"High",1126,19.21,20,2,8,5,0
3000,"Low",697,62.8,22,2,5,1,0
3001,"Low",1475,93.88,1,8,6,5,0
3002,"High",983,78.9,5,5,0,0,0
3003,"Low",954,97.03,9,6,1,5,0
3004,"High",842,46.72,17,3,2,1,0
3005,"Low",233,79.68,4,10,9,1,0
3006,"High",1702,6.12,13,1,3,0,0
3007,"High",1458,17.03,28,6,6,3,1
3008,"Low",506,52.25,22,1,8,5,0
3009,"High",895,54.34,24,10,0,2,0
3010,"Low",1585,28.95,15,1,10,1,0
3011,"High",17,47.69,24,8,6,4,0
3012,"High",1398,68.85,20,2,0,5,0
3013,"High",174,83.82,9,0,0,2,0
3014,"Low",643,12.86,6,7,7,2,0
3015,"Low",137,74.45,26,2,0,3,0
3016,"Low",290,84.75,19,4,1,5,0
3017,"Low",1056,37.42,8,3,5,3,0
3018,"Low",1346,98.55,29,8,8,0,1
3019,"Low",13,84.19,23,11,2,4,0
3020,"Low",1682,69.43,29,2,7,4,1
3021,"Low",332,93.86,13,0,0,2,0
3022,"High",366,63.24,28,7,5,5,0
3023,"Low",1249,12.85,13,4,10,3,0
3024,"Low",496,97.56,18,7,6,5,0
3025,"High",1091,67.35,8,9,7,3,0
3026,"Low",379,90.2,14,11,6,0,0
3027,"High",941,89.47,3,7,5,3,0
3028,"Low",591,40.04,5,9,1,1,0
3029,"Low",312,23.86,18,9,8,0,0
3030,"High",1681,42.43,2,8,9,3,0
3031,"Low",794,45.9,20,1,9,5,0
3032,"Low",990,55.95,28,9,5,0,1
3033,"High",650,75.14,7,3,7,4,0
3034,"Low",1107,64.38,26,5,4,0,1
3035,"Low",611,89.73,25,0,7,3,0
3036,"Low",1307,8.66,14,6,8,2,0
3037,"High",102,38.22,12,0,10,4,0
3038,"High",1129,12.72,24,10,6,4,0
3039,"Low",643,69.34,26,9,5,1,1
3040,"Low",1157,33,19,5,6,1,0
3041,"High",1301,56.76,1,6,3,2,0
3042,"High",1826,37,5,9,8,0,0
3043,"High",171,43.51,28,9,2,4,0
3044,"High",215,60.64,18,0,3,1,0
3045,"High",1256,42.1,29,10,2,4,1
3046,"Low",122,98.41,1,5,5,4,0
